name,first_name,last_name,price,above_100
Robert Wheeler,Robert,Wheeler,1.700381981,false
John Gonzalez,John,Gonzalez,234.4591462,true
Thomas Gordon,Thomas,Gordon,257.3822364,true
Jacob Mcintyre,Jacob,Mcintyre,278.0845555,true
Charles Melendez,Charles,Melendez,114.1374846,true
Angel Johnson,Angel,Johnson,201.3127312,true
Derek Stevens,Derek,Stevens,139.1529653,true
Cindy Odonnell,Cindy,Odonnell,160.0653283,true
Mary Holmes,Mary,Holmes,186.3710791,true
Amanda Monroe,Amanda,Monroe,136.3771883,true
Sara Sanchez,Sara,Sanchez,195.6457444,true
Dennis Williams,Dennis,Williams,171.7005786,true
Emily Mitchell,Emily,Mitchell,245.1188545,true
Lauren Rodriguez,Lauren,Rodriguez,17.23575522,false
Jeffrey Santiago,Jeffrey,Santiago,248.6511491,true
Tony Norton,Tony,Norton,112.864939,true
Jacqueline Choi,Jacqueline,Choi,288.6336862,true
Andrew Mclaughlin,Andrew,Mclaughlin,125.0753337,true
Larry Livingston,Larry,Livingston,72.61768508,false
Caitlin Ryan,Caitlin,Ryan,80.29029468,false
Mr. Bryan Porter,Bryan,Porter,63.31039892,false
Crystal Harris,Crystal,Harris,77.70547448,false
Joseph Marshall,Joseph,Marshall,110.6594139,true
Brendan Smith,Brendan,Smith,141.4045867,true
Amy Wilson,Amy,Wilson,42.65139722,false
David Clark,David,Clark,136.872087,true
Terri Pace,Terri,Pace,63.46936241,false
Erika Joseph,Erika,Joseph,82.40041758,false
Jessica Brown,Jessica,Brown,257.2743321,true
Chase Young,Chase,Young,88.5400009,false
Mitchell Cook,Mitchell,Cook,291.7468644,true
Paul Allen,Paul,Allen,222.1874266,true
Adam Morales,Adam,Morales,149.3887865,true
Jeffrey Hernandez,Jeffrey,Hernandez,206.8754986,true
Melinda Hamilton,Melinda,Hamilton,250.6964665,true
Michael Miller,Michael,Miller,292.6990533,true
Randall Scott,Randall,Scott,287.9552955,true
Pamela Allison,Pamela,Allison,180.831631,true
Cynthia Harrington,Cynthia,Harrington,114.7089769,true
Heidi Brown,Heidi,Brown,280.4100163,true
Kathryn Graham,Kathryn,Graham,294.7475785,true
Samantha Strickland,Samantha,Strickland,58.9597613,false
Kimberly Gilbert,Kimberly,Gilbert,42.94513178,false
Laura King,Laura,King,203.5720488,true
Janet Perez,Janet,Perez,183.7464281,true
George Hunt,George,Hunt,67.29373426,false
Randy Taylor,Randy,Taylor,281.5782073,true
Theresa Newman,Theresa,Newman,147.3312091,true
Mark Hensley,Mark,Hensley,221.2826742,true
Elizabeth Woodard,Elizabeth,Woodard,9.215002796,false
Amanda Snow,Amanda,Snow,59.85221516,false
Colton Porter,Colton,Porter,70.77229473,false
Barbara Aguilar,Barbara,Aguilar,151.2722054,true
Michael Brady,Michael,Brady,280.4915031,true
Paul Romero,Paul,Romero,275.2903899,true
Donna Little,Donna,Little,232.4269005,true
Kathleen Ramirez,Kathleen,Ramirez,169.133593,true
Caitlin Espinoza,Caitlin,Espinoza,70.53534625,false
Michael Mccarthy Jr.,Michael,Mccarthy,128.3417722,true
Janet Choi MD,Janet,Choi,283.9560213,true
Michael Moore,Michael,Moore,5.190391677,false
Brian Little,Brian,Little,119.2532866,true
Mr. Robert Davis MD,Robert,Davis,5.109436915,false
Miranda Phillips,Miranda,Phillips,112.1004998,true
Jonathan Garrison,Jonathan,Garrison,11.8484245,false
Anthony Guerrero,Anthony,Guerrero,112.1278659,true
Kenneth Bryant,Kenneth,Bryant,25.11955555,false
Amy Brown,Amy,Brown,211.7607566,true
Robert Morris,Robert,Morris,132.8386977,true
Carrie Lyons,Carrie,Lyons,68.2899001,false
Laura Graves,Laura,Graves,129.9263429,true
Jaime Lucas,Jaime,Lucas,281.9150429,true
Jordan Pearson,Jordan,Pearson,133.0667785,true
Nicholas Martinez,Nicholas,Martinez,92.89085466,false
Mary Padilla,Mary,Padilla,80.10421826,false
Scott Chapman,Scott,Chapman,35.50265642,false
Pamela Bridges,Pamela,Bridges,144.6295474,true
Wanda Collins,Wanda,Collins,268.2015723,true
Mark Bender,Mark,Bender,284.7878652,true
Amanda Norris,Amanda,Norris,238.5092156,true
Abigail Brown,Abigail,Brown,214.7430832,true
Brian Pham,Brian,Pham,181.4925279,true
Jamie Young,Jamie,Young,103.566035,true
Brian Peterson,Brian,Peterson,38.04520837,false
Lisa Warren,Lisa,Warren,161.4920905,true
Lacey Rosales,Lacey,Rosales,7.213924384,false
Timothy Nguyen,Timothy,Nguyen,125.5987741,true
Daniel Harper,Daniel,Harper,183.3412059,true
Barbara Smith,Barbara,Smith,175.7266223,true
Holly Brown,Holly,Brown,262.0761771,true
Wesley Cunningham,Wesley,Cunningham,203.7064879,true
Rachel Mason,Rachel,Mason,61.41199682,false
Alicia Case,Alicia,Case,83.21400551,false
Thomas Wright,Thomas,Wright,121.0262287,true
Antonio Dominguez,Antonio,Dominguez,153.6843015,true
Kelsey Collins,Kelsey,Collins,82.84050842,false
Michael Hodges,Michael,Hodges,160.7558101,true
Elizabeth Gutierrez,Elizabeth,Gutierrez,296.8770977,true
Scott Brown,Scott,Brown,179.0765284,true
Melvin Wiley,Melvin,Wiley,197.5206227,true
Stephanie Haas,Stephanie,Haas,103.9471064,true
Lisa Medina,Lisa,Medina,98.31428815,false
Susan Lane,Susan,Lane,157.5607819,true
William Tran,William,Tran,211.4631118,true
Tony Morris,Tony,Morris,262.4684145,true
Randy Carlson,Randy,Carlson,2.022629676,false
Savannah Holland,Savannah,Holland,18.73685121,false
Crystal Vega,Crystal,Vega,195.4269138,true
Erika Espinoza,Erika,Espinoza,146.8767254,true
Deborah Jones,Deborah,Jones,33.06002021,false
Kirsten Williams,Kirsten,Williams,45.11195371,false
Charles Patel,Charles,Patel,83.30399432,false
Mitchell Pierce,Mitchell,Pierce,15.77614742,false
Misty Ramirez,Misty,Ramirez,258.9911258,true
Angela West,Angela,West,172.2623241,true
Mark Bowman,Mark,Bowman,1.222785626,false
Christina Orr,Christina,Orr,54.85043104,false
Brian Bridges,Brian,Bridges,161.8777561,true
Mike Hale,Mike,Hale,251.5286632,true
Amanda Allen,Amanda,Allen,298.0263097,true
Robert Hernandez,Robert,Hernandez,65.88481939,false
Brandon Bernard,Brandon,Bernard,298.8441098,true
Dan Young,Dan,Young,145.2878658,true
Jonathan Nguyen,Jonathan,Nguyen,216.1059458,true
Mary Sandoval,Mary,Sandoval,265.508941,true
Bryan Clark,Bryan,Clark,212.5499029,true
Tina Weaver,Tina,Weaver,179.3223831,true
Joseph Huynh,Joseph,Huynh,12.12787062,false
Kelly Meyer,Kelly,Meyer,38.73669424,false
Mary Clark,Mary,Clark,286.9976999,true
Sherry Lyons,Sherry,Lyons,170.6008497,true
Jonathan Adams,Jonathan,Adams,289.7895229,true
Jeremy Henderson,Jeremy,Henderson,6.508134318,false
Edward King,Edward,King,24.06968535,false
Jennifer Butler,Jennifer,Butler,162.2446536,true
Michael Taylor,Michael,Taylor,206.1722608,true
James House,James,House,131.6344164,true
Pamela Kelley,Pamela,Kelley,27.22925751,false
Kevin Peters,Kevin,Peters,205.6874435,true
Carolyn Sanchez,Carolyn,Sanchez,113.8708478,true
Jacqueline Johnson,Jacqueline,Johnson,185.9381153,true
Aaron Gardner,Aaron,Gardner,190.9208537,true
Randall Kemp,Randall,Kemp,145.9191083,true
Kristen Flores,Kristen,Flores,101.0430239,true
Robert Wilson,Robert,Wilson,120.2049171,true
John Taylor,John,Taylor,133.5252112,true
Misty Mckinney,Misty,Mckinney,200.3672862,true
Craig Smith,Craig,Smith,34.83743898,false
Brianna Long,Brianna,Long,83.56975561,false
Ms. Hailey Fisher,Hailey,Fisher,189.0879891,true
Elizabeth Cantrell,Elizabeth,Cantrell,57.65410519,false
Jennifer Ortiz,Jennifer,Ortiz,190.9098505,true
Benjamin Conway,Benjamin,Conway,209.0547279,true
Dr. Charles Rose,Charles,Rose,186.9338147,true
Noah Mccarty,Noah,Mccarty,284.5797617,true
James Casey,James,Casey,291.8168626,true
Hector Stanton,Hector,Stanton,208.8244196,true
Dustin Watkins,Dustin,Watkins,145.7490845,true
Chloe Pham,Chloe,Pham,89.83293965,false
Jordan White,Jordan,White,94.44268301,false
Melissa Reese,Melissa,Reese,50.17771223,false
Mr. Gary Taylor,Gary,Taylor,91.21897341,false
Michele West,Michele,West,8.534199297,false
Jennifer Baker,Jennifer,Baker,37.99363448,false
Andre Brown,Andre,Brown,183.2054624,true
Joseph Murphy,Joseph,Murphy,50.09158495,false
Andrew Stewart,Andrew,Stewart,56.67172554,false
Brenda Jones,Brenda,Jones,107.3488526,true
Cole Harris,Cole,Harris,185.0349065,true
Kimberly Levy,Kimberly,Levy,262.9549238,true
Jerry Shannon,Jerry,Shannon,209.4428949,true
Blake Brown,Blake,Brown,207.5978717,true
Brianna Ford,Brianna,Ford,219.9278374,true
Bryan Santiago,Bryan,Santiago,195.6040529,true
Michelle Walker,Michelle,Walker,139.5794685,true
David Lewis,David,Lewis,185.4726548,true
Molly Henry,Molly,Henry,42.40494173,false
Michaela Sanchez,Michaela,Sanchez,151.7861439,true
Samantha Ramirez,Samantha,Ramirez,269.3879781,true
Matthew Kramer DDS,Matthew,Kramer,32.67900048,false
Stephanie Marquez,Stephanie,Marquez,12.14656879,false
Maria Short,Maria,Short,6.141360759,false
Sandra Hawkins,Sandra,Hawkins,267.8412836,true
James Copeland,James,Copeland,15.22065754,false
Roberto Chapman,Roberto,Chapman,107.9337756,true
Douglas Murphy,Douglas,Murphy,126.2682507,true
Lori Chavez DDS,Lori,Chavez,178.6975286,true
Cynthia Weaver,Cynthia,Weaver,140.0161562,true
Christopher Charles,Christopher,Charles,133.07715,true
Joshua Thompson,Joshua,Thompson,184.7628082,true
Michael Bowers,Michael,Bowers,280.4635333,true
Kimberly Torres,Kimberly,Torres,260.5560398,true
Scott Webb,Scott,Webb,18.12656066,false
Karen Luna,Karen,Luna,155.3202047,true
Shane Bradley,Shane,Bradley,267.4266226,true
Shelly Long,Shelly,Long,195.7516104,true
Russell Medina,Russell,Medina,216.8342194,true
Anne Baker,Anne,Baker,107.1643123,true
Christopher Jones,Christopher,Jones,221.7502609,true
Kelly Espinoza,Kelly,Espinoza,252.8804037,true
Rachel Martinez,Rachel,Martinez,233.7644357,true
Elizabeth Bailey,Elizabeth,Bailey,256.095687,true
Lori Reese,Lori,Reese,192.3558831,true
James Cruz,James,Cruz,82.80534614,false
Kelly Levy,Kelly,Levy,229.3728309,true
Austin Roth,Austin,Roth,110.7953378,true
Timothy Edwards,Timothy,Edwards,81.6727851,false
Michael Knight,Michael,Knight,277.5810249,true
Nicolas Ray,Nicolas,Ray,273.9739682,true
Tracy Butler,Tracy,Butler,103.6948818,true
Brian Novak,Brian,Novak,133.57882,true
Thomas Burton,Thomas,Burton,177.8040248,true
Mario Humphrey,Mario,Humphrey,297.0996264,true
Kelly Mcdonald,Kelly,Mcdonald,93.87930236,false
Melinda Smith,Melinda,Smith,30.95738552,false
Emily Sanchez,Emily,Sanchez,128.015082,true
Dana Vega,Dana,Vega,217.6112757,true
Jessica Cortez,Jessica,Cortez,207.0110084,true
Kelly Olson,Kelly,Olson,90.15307177,false
Timothy Gallegos Jr.,Timothy,Gallegos,34.24451135,false
Jonathan Cummings,Jonathan,Cummings,283.0731791,true
Steven Johnson,Steven,Johnson,143.4947803,true
Christopher Sullivan,Christopher,Sullivan,246.8469546,true
Kimberly Garcia,Kimberly,Garcia,237.286909,true
Michael Nguyen,Michael,Nguyen,61.21337178,false
Kevin Foster,Kevin,Foster,144.6443317,true
Jennifer Preston,Jennifer,Preston,10.5968548,false
Mary Chapman,Mary,Chapman,22.75658157,false
Marc Collins,Marc,Collins,277.8276122,true
Amber Sims,Amber,Sims,35.10336774,false
Shawn Kennedy,Shawn,Kennedy,234.3444413,true
Christine Farmer,Christine,Farmer,149.5214161,true
Pam Martinez,Pam,Martinez,31.56743239,false
Lisa Thompson,Lisa,Thompson,286.893067,true
John Bennett,John,Bennett,87.68981426,false
Ronald Dixon,Ronald,Dixon,188.6288002,true
Paul Peterson,Paul,Peterson,294.4931849,true
Carrie Jones,Carrie,Jones,.752018957,false
Tiffany Carrillo,Tiffany,Carrillo,141.1619398,true
Katie Hanna,Katie,Hanna,44.05564643,false
Seth Villanueva,Seth,Villanueva,58.94782805,false
Donna Lewis,Donna,Lewis,136.0621187,true
Tina Hunter,Tina,Hunter,191.8180665,true
Sheri Beck,Sheri,Beck,177.5338015,true
Kristen Hall,Kristen,Hall,118.2532241,true
Douglas Morgan,Douglas,Morgan,104.6578216,true
Zachary Miller,Zachary,Miller,219.6221064,true
Teresa Collins,Teresa,Collins,125.3142956,true
Devon Roberts,Devon,Roberts,257.064997,true
Amy Gray,Amy,Gray,87.68906218,false
Tracy Wagner,Tracy,Wagner,80.41036549,false
Eric West,Eric,West,220.8165738,true
Denise Harper,Denise,Harper,239.3630261,true
Brianna Richards,Brianna,Richards,145.7938648,true
Shirley Garcia,Shirley,Garcia,105.5258162,true
James Byrd,James,Byrd,233.9193305,true
Krista Mata,Krista,Mata,41.27185978,false
Vernon Gomez,Vernon,Gomez,198.3759641,true
John Gilbert,John,Gilbert,29.86956496,false
Alicia Medina,Alicia,Medina,157.7823176,true
Vanessa Campbell,Vanessa,Campbell,48.40733246,false
Pamela Berg,Pamela,Berg,200.2579865,true
Michael Reilly,Michael,Reilly,40.37878652,false
Thomas Austin,Thomas,Austin,206.5552678,true
Alejandra Martinez,Alejandra,Martinez,299.595508,true
Lindsey Powers,Lindsey,Powers,144.7441559,true
Jacqueline Sawyer,Jacqueline,Sawyer,279.9313523,true
Nancy Wilkins,Nancy,Wilkins,94.51742417,false
Shane White,Shane,White,219.8801439,true
Daniel Rivas,Daniel,Rivas,130.1252196,true
Andrew Medina,Andrew,Medina,223.1724054,true
Donald Carson,Donald,Carson,176.6268408,true
Jason Hamilton,Jason,Hamilton,223.8073421,true
Mark Perez,Mark,Perez,32.23346517,false
Christina Mann,Christina,Mann,49.62966498,false
Matthew Miller,Matthew,Miller,215.4342234,true
Nicholas Mccarthy,Nicholas,Mccarthy,53.4257119,false
John Barnett,John,Barnett,105.2054949,true
Paige Hudson,Paige,Hudson,46.07679429,false
Dr. Edward Marshall MD,Edward,Marshall,248.2859166,true
Gina Higgins,Gina,Higgins,41.63209155,false
Linda Ellis,Linda,Ellis,239.1806734,true
Daniel Wade,Daniel,Wade,8.806478022,false
Jessica Weiss,Jessica,Weiss,2.388986621,false
Erik Aguilar,Erik,Aguilar,148.0744135,true
Mr. Gregg Baker,Gregg,Baker,161.510241,true
Bradley Compton,Bradley,Compton,109.1835791,true
Timothy Sanders,Timothy,Sanders,99.61045296,false
Steve Mccall,Steve,Mccall,256.1030698,true
Thomas Hull,Thomas,Hull,47.49049225,false
Carla Cunningham,Carla,Cunningham,25.42770724,false
Rachel Sullivan,Rachel,Sullivan,36.8070627,false
Latoya Little,Latoya,Little,57.42486685,false
Sarah Harvey,Sarah,Harvey,158.7092651,true
Kayla Wright,Kayla,Wright,83.15242904,false
Andrew Tanner,Andrew,Tanner,220.528662,true
Aaron Hansen,Aaron,Hansen,258.8640526,true
Hunter Atkinson,Hunter,Atkinson,209.4582127,true
Richard Williams,Richard,Williams,186.8067228,true
Frank Martinez,Frank,Martinez,200.2154219,true
Timothy Burns,Timothy,Burns,41.18516716,false
Melissa Ortiz,Melissa,Ortiz,279.0138003,true
Henry White DDS,Henry,White,199.247785,true
Amanda Mccoy,Amanda,Mccoy,114.3557682,true
Pamela Cox,Pamela,Cox,262.0437378,true
Linda Ray,Linda,Ray,250.7989091,true
Brooke Hernandez,Brooke,Hernandez,52.93529633,false
Lisa Livingston,Lisa,Livingston,142.7259156,true
Eugene Mason,Eugene,Mason,222.9114605,true
Stephen Reid,Stephen,Reid,34.1693553,false
Kevin Landry,Kevin,Landry,193.6091568,true
Jamie Porter,Jamie,Porter,258.2181927,true
Daniel Cunningham,Daniel,Cunningham,179.3703441,true
Victor Marsh,Victor,Marsh,219.9757791,true
Mr. Ryan Rodriguez,Ryan,Rodriguez,71.20559309,false
Brittany Bradley,Brittany,Bradley,246.9395419,true
Amy Wallace,Amy,Wallace,98.62126666,false
Alex Smith,Alex,Smith,196.5458057,true
Timothy King,Timothy,King,28.0414159,false
Charles Jennings,Charles,Jennings,79.81066083,false
Jessica Vargas,Jessica,Vargas,21.42151951,false
Jacqueline Briggs,Jacqueline,Briggs,18.13293516,false
Laurie Gonzales,Laurie,Gonzales,195.1759565,true
Olivia Clark,Olivia,Clark,107.634949,true
Donald Molina,Donald,Molina,12.89769275,false
Ricky Allen,Ricky,Allen,257.9762038,true
Catherine Rodriguez,Catherine,Rodriguez,185.2494938,true
Mr. Daniel Torres,Daniel,Torres,59.36058847,false
David Shepherd,David,Shepherd,146.5042,true
Jonathan Hansen,Jonathan,Hansen,65.38248265,false
Benjamin Griffin,Benjamin,Griffin,262.1081442,true
Tracey Hess,Tracey,Hess,102.8565045,true
Victoria Walker,Victoria,Walker,283.1492381,true
Cathy Carney,Cathy,Carney,266.4430678,true
John Gibbs,John,Gibbs,218.5275094,true
Angela Torres,Angela,Torres,198.8912726,true
Harold Glover,Harold,Glover,164.159322,true
Dawn Myers,Dawn,Myers,126.863237,true
Ashley Spencer,Ashley,Spencer,199.2922136,true
Mary Walters,Mary,Walters,134.0861345,true
Christina Davenport,Christina,Davenport,140.0786431,true
Brian Johnson,Brian,Johnson,106.2343157,true
Crystal Contreras,Crystal,Contreras,209.8939181,true
Tanya Turner,Tanya,Turner,232.3607759,true
Katelyn Durham,Katelyn,Durham,34.86538887,false
Nathaniel Wilson,Nathaniel,Wilson,233.2345956,true
Joseph Long,Joseph,Long,76.06925903,false
Mallory Hall,Mallory,Hall,293.5445425,true
Bianca Chavez,Bianca,Chavez,244.5409595,true
Victoria Strickland,Victoria,Strickland,226.78696,true
Scott Jackson,Scott,Jackson,44.25908098,false
Patrick Smith,Patrick,Smith,186.583267,true
Samuel West,Samuel,West,239.8842255,true
Dr. Brian Baker,Brian,Baker,225.969486,true
Haley Baldwin,Haley,Baldwin,168.1890685,true
Joanna Fernandez,Joanna,Fernandez,40.50912655,false
Jeffrey Berg,Jeffrey,Berg,36.85605931,false
Alexander Wilson,Alexander,Wilson,255.1450177,true
David Fuller,David,Fuller,263.545785,true
Laura Kramer,Laura,Kramer,178.2939999,true
Melinda Lambert,Melinda,Lambert,113.6953609,true
April Cole,April,Cole,157.7590664,true
Jill Thornton,Jill,Thornton,167.4681547,true
Holly Riley,Holly,Riley,204.6273975,true
Beth Kim,Beth,Kim,11.01260527,false
Kelly Thomas,Kelly,Thomas,251.9575295,true
Teresa James,Teresa,James,119.0598333,true
Jasmine Johnson,Jasmine,Johnson,168.5359222,true
Brian Wood,Brian,Wood,249.0831484,true
Deborah Estes,Deborah,Estes,181.1243035,true
Jeremy Knight,Jeremy,Knight,267.9077519,true
Abigail Mccoy,Abigail,Mccoy,71.79365804,false
Chad Sellers,Chad,Sellers,114.2708631,true
James Terry,James,Terry,280.1620198,true
Rachael Watson,Rachael,Watson,46.35207578,false
Jeffrey Poole,Jeffrey,Poole,61.756794,false
Matthew Salazar,Matthew,Salazar,99.92305376,false
Christopher Small,Christopher,Small,94.26105369,false
Noah Smith,Noah,Smith,239.6347397,true
Steven Mack,Steven,Mack,39.00781023,false
Casey Castillo,Casey,Castillo,272.1400411,true
Rachel Poole,Rachel,Poole,283.7765656,true
Karen Sutton,Karen,Sutton,140.5502933,true
John Martinez,John,Martinez,289.2606726,true
Michele Harrington,Michele,Harrington,3.997445113,false
Cheyenne Brown,Cheyenne,Brown,253.1142817,true
David Turner,David,Turner,121.417536,true
Brian Carter,Brian,Carter,78.81410568,false
Sheena Ward,Sheena,Ward,292.817983,true
Anthony Carson,Anthony,Carson,218.7734947,true
Janet Zavala,Janet,Zavala,17.08133565,false
Cynthia Smith,Cynthia,Smith,8.747993771,false
Carla Cannon,Carla,Cannon,288.1884269,true
Lacey Lopez,Lacey,Lopez,278.1729299,true
Amy Copeland,Amy,Copeland,269.0103495,true
Kristin Jacobs,Kristin,Jacobs,11.69491035,false
Antonio Ferguson,Antonio,Ferguson,297.3314003,true
Isabella Bush DDS,Isabella,Bush,264.98467,true
James Davidson,James,Davidson,264.8193048,true
Holly Mendoza,Holly,Mendoza,54.4460707,false
Jordan Lopez,Jordan,Lopez,66.64716665,false
Antonio Ryan,Antonio,Ryan,95.58598206,false
Raymond Ware,Raymond,Ware,232.505199,true
Alexander Stafford,Alexander,Stafford,201.5142442,true
Kevin Clayton,Kevin,Clayton,73.98622457,false
Kristen Rice,Kristen,Rice,160.9482014,true
Joseph Moore,Joseph,Moore,123.3370869,true
Bryan Riley,Bryan,Riley,103.9286567,true
Diana Flores,Diana,Flores,143.1372157,true
Kathryn Lawrence MD,Kathryn,Lawrence,78.31057308,false
Deanna Smith,Deanna,Smith,249.6006637,true
Nancy Miller,Nancy,Miller,3.869209803,false
David Horton,David,Horton,34.62084961,false
Zachary Esparza,Zachary,Esparza,71.18403611,false
Victoria Moreno,Victoria,Moreno,255.7125246,true
Douglas Skinner,Douglas,Skinner,275.562885,true
Timothy Spencer,Timothy,Spencer,115.2203169,true
Daniel Oconnor,Daniel,Oconnor,210.4807879,true
Ryan Fitzgerald,Ryan,Fitzgerald,158.7712643,true
Natalie Martinez,Natalie,Martinez,136.0759177,true
Joyce Hayes,Joyce,Hayes,9.323647262,false
Amber Morris,Amber,Morris,89.45784699,false
Tiffany Jackson,Tiffany,Jackson,33.51449337,false
Tiffany Vasquez,Tiffany,Vasquez,253.20256,true
John Douglas,John,Douglas,166.2967286,true
William Reed,William,Reed,215.3055149,true
Nicole James,Nicole,James,141.1921941,true
Mrs. Danielle Miller,Danielle,Miller,141.0542037,true
Sarah Miller,Sarah,Miller,22.37833918,false
John Morrison,John,Morrison,252.1654315,true
Sarah Coleman,Sarah,Coleman,137.2229765,true
Daniel Smith,Daniel,Smith,49.99955025,false
Kurt Butler,Kurt,Butler,93.24935853,false
Cody Becker,Cody,Becker,248.4317247,true
Miss Molly Miller,Molly,Miller,210.3994579,true
Craig Bailey,Craig,Bailey,102.1427287,true
Derrick Campbell,Derrick,Campbell,159.4048126,true
Jennifer Ibarra,Jennifer,Ibarra,169.3222197,true
Timothy Black,Timothy,Black,160.4213892,true
Shawn Blanchard,Shawn,Blanchard,159.5561394,true
Brian Johnson,Brian,Johnson,95.74294191,false
Patricia Gray,Patricia,Gray,122.9008236,true
James White,James,White,124.1837338,true
William Smith,William,Smith,115.4835008,true
Mrs. Hannah Cummings,Hannah,Cummings,206.3793778,true
Philip Mills,Philip,Mills,149.7690573,true
Emily Berry,Emily,Berry,194.8537868,true
Casey Coffey,Casey,Coffey,173.0530825,true
Regina Johnson,Regina,Johnson,1.366200222,false
Steven Waters,Steven,Waters,159.0953606,true
Joshua Gonzalez,Joshua,Gonzalez,193.4520864,true
Kimberly Green,Kimberly,Green,240.8174556,true
Thomas Nelson DDS,Thomas,Nelson,188.2214297,true
Robert Rivera DVM,Robert,Rivera,252.7137124,true
Miss Michelle Lewis,Michelle,Lewis,219.5320111,true
Linda Barajas,Linda,Barajas,126.6695321,true
Amber Jensen,Amber,Jensen,87.74180917,false
John Owens,John,Owens,240.6708452,true
Elizabeth Benitez,Elizabeth,Benitez,22.97631526,false
Sarah Smith,Sarah,Smith,54.02302876,false
Jonathan Hernandez,Jonathan,Hernandez,113.6405881,true
Benjamin Stevens,Benjamin,Stevens,241.9631335,true
Isaac Roth,Isaac,Roth,64.00283561,false
Lauren Smith,Lauren,Smith,191.044241,true
Nicole Duffy MD,Nicole,Duffy,169.9221056,true
Emily Vega,Emily,Vega,102.1788734,true
Jesse Stone,Jesse,Stone,99.13220181,false
Nancy Lucas,Nancy,Lucas,277.221375,true
Thomas Horne,Thomas,Horne,285.5453065,true
Jo Humphrey,Jo,Humphrey,280.7676032,true
Nicholas Marquez,Nicholas,Marquez,247.2806899,true
Cathy Todd,Cathy,Todd,23.32822158,false
Vicki Harmon,Vicki,Harmon,155.3649927,true
Brent Lloyd,Brent,Lloyd,74.12808307,false
Jonathan Hill,Jonathan,Hill,64.18574136,false
Timothy Kelly,Timothy,Kelly,106.2473392,true
Donna Martinez,Donna,Martinez,26.68721252,false
Tammy Miles,Tammy,Miles,134.7480083,true
Stephen Fields,Stephen,Fields,270.2637016,true
Paige Kemp,Paige,Kemp,132.6889381,true
Hannah Myers,Hannah,Myers,97.02475645,false
Tanya Garcia,Tanya,Garcia,65.80094229,false
Elizabeth Moody,Elizabeth,Moody,224.6917837,true
Christina Murray,Christina,Murray,178.7962602,true
Emma Berry,Emma,Berry,265.2866914,true
Rebecca Santos,Rebecca,Santos,40.21365447,false
Tammy Williams,Tammy,Williams,113.8258857,true
Lauren Zimmerman DDS,Lauren,Zimmerman,24.09907887,false
Amy Reed,Amy,Reed,291.715691,true
Peter Holland,Peter,Holland,39.10990181,false
Stephen Martinez,Stephen,Martinez,5.998153471,false
Evan Martinez,Evan,Martinez,71.83961188,false
Stephanie Smith,Stephanie,Smith,184.314629,true
Robert Schultz,Robert,Schultz,79.44358021,false
Steven Price,Steven,Price,249.5073848,true
William Park,William,Park,150.5623351,true
Cole Butler,Cole,Butler,257.9254795,true
Jessica Prince,Jessica,Prince,199.1027248,true
Brian Smith,Brian,Smith,269.7331691,true
Mark Ortiz,Mark,Ortiz,64.53490182,false
Shane Garcia,Shane,Garcia,232.922679,true
Tammy Lowe,Tammy,Lowe,163.4958412,true
Bonnie Parsons,Bonnie,Parsons,120.8240102,true
Christopher Gross,Christopher,Gross,190.4850752,true
Jason Hawkins,Jason,Hawkins,281.2010935,true
Diane Lee,Diane,Lee,190.3914018,true
Jeffrey Rodriguez,Jeffrey,Rodriguez,171.7063904,true
Destiny Thompson,Destiny,Thompson,69.95080058,false
Carol Johnston,Carol,Johnston,20.22996482,false
Catherine Cline,Catherine,Cline,196.0019512,true
Joseph Bond,Joseph,Bond,213.4508658,true
Whitney Russell,Whitney,Russell,93.70821741,false
Joseph Brown,Joseph,Brown,177.5369542,true
Andrea Cherry,Andrea,Cherry,218.9439696,true
Ronnie James,Ronnie,James,11.30319991,false
Jesse Wagner,Jesse,Wagner,105.0391223,true
Jennifer Johnson,Jennifer,Johnson,25.24601464,false
Christina Miller,Christina,Miller,23.52475039,false
Amy Collins,Amy,Collins,216.3060305,true
Nathaniel Curtis,Nathaniel,Curtis,180.009785,true
Joann Patel,Joann,Patel,226.8922119,true
Daniel Gonzalez,Daniel,Gonzalez,296.9639688,true
Donna Harris,Donna,Harris,112.1535852,true
Patricia Gomez,Patricia,Gomez,61.97861251,false
Christopher Douglas,Christopher,Douglas,108.5670438,true
Thomas Glover,Thomas,Glover,192.6749797,true
Ryan Fischer,Ryan,Fischer,176.8811448,true
Briana Turner,Briana,Turner,77.99745823,false
Patrick Williams,Patrick,Williams,205.5282628,true
Kathryn Morris,Kathryn,Morris,258.3381969,true
Jonathan Henry,Jonathan,Henry,216.6217318,true
Jonathan Navarro,Jonathan,Navarro,207.5050139,true
Steven Ryan,Steven,Ryan,98.03488481,false
Matthew Rodriguez,Matthew,Rodriguez,194.1558586,true
Laurie Stewart,Laurie,Stewart,243.6585038,true
Joseph Ramirez,Joseph,Ramirez,208.5389863,true
Eric Harris,Eric,Harris,215.3027448,true
Amy Townsend,Amy,Townsend,89.62083691,false
Jeffrey Gutierrez,Jeffrey,Gutierrez,91.68831326,false
Kenneth Zimmerman,Kenneth,Zimmerman,227.6497143,true
Jonathan Guerrero,Jonathan,Guerrero,20.03177994,false
James Thomas,James,Thomas,81.77643056,false
James Bradshaw,James,Bradshaw,233.6904132,true
Edgar Moreno,Edgar,Moreno,279.0886499,true
